time,touch_count,last_touch_delay
1487758021,0,617166
1487758037,0,633066
1487758053,0,649134
1487758069,0,665115
1487758085,0,681187
1487758101,0,697087
1487758117,0,713116
1487758133,0,729071
1487758150,0,746154
1487758152,0,747593
1487758152,0,747651
1487758166,0,762096
1487758182,0,778077
1487758198,0,794067
1487758214,0,810106
1487758230,0,826074
1487758245,0,841125
1487758261,0,857145
1487758277,0,873117
1487758293,0,889123
1487758309,0,905076
1487758325,0,921104
1487758341,0,937075
1487758357,0,953098
1487758372,0,968163
1487758388,0,984098
1487758404,0,1000108
1487758420,0,1016117
1487758435,0,1031142
1487758451,0,1047115
1487758453,0,1048659
1487758453,0,1048735
1487758466,0,1062161
1487758481,0,1077210
1487758497,0,1093146
1487758513,0,1109107
1487758529,0,1125079
1487758545,0,1141084
1487758561,0,1157098
1487758577,0,1173078
1487758593,0,1189092
1487758609,0,1205113
1487758625,0,1221088
1487758641,0,1237079
1487758657,0,1253077
1487758673,0,1269067
1487758689,0,1285094
1487758705,0,1301076
1487758721,0,1317117
1487758736,0,1332157
1487758751,0,1347221
1487758753,0,1348941
1487758753,0,1348992
1487772519,0,992887
1487772519,0,992944
1487772533,0,1007429
1487772548,1,3807
1487772563,1,9657
1487772580,0,26673
1487772595,0,41696
1487772610,0,56742
1487772630,0,76569
1487772646,0,92653
1487772662,0,108668
1487772678,0,124632
1487772694,0,140605
1487772709,1,2806
1487772724,0,17856
1487772740,0,33774
1487772757,0,50841
1487772773,0,66772
1487772789,0,82754
1487772804,0,97801
1487772820,0,113818
1487772822,0,115276
1487772822,0,115331
1487772836,0,129856
1487772851,0,144879
1487772867,1,15119
1487772882,0,30157
1487772899,0,47137
1487772915,0,63090
1487772931,0,79116
1487772948,0,96118
1487772963,0,111262
1487772979,0,127099
1487772995,0,143054
1487773011,0,159066
1487773027,0,175046
1487773043,0,191068
1487773058,0,206136
1487773074,0,222126
1487773089,0,237163
1487773104,0,252203
1487773119,0,267255
1487773135,0,283108
1487773137,0,284636
1487773137,0,284692
1487773151,0,299106
1487773166,0,314153
1487773183,0,331142
1487773198,0,346187
1487773213,0,361237
1487773228,0,376257
1487773245,0,393125
1487773261,0,409108
1487773277,0,425099
1487773292,0,440170
1487773308,0,456146
1487773324,0,472107
1487773340,0,488076
1487773355,0,503116
1487773371,0,519141
1487773387,0,535130
1487773403,0,551134
1487773419,0,567095
1487773435,0,583072
1487773451,0,599199
1487773453,0,600723
1487773453,0,600782
1487773467,0,615090
1487773482,0,630133
1487773498,0,646177
1487773514,0,662165
1487773530,0,678159
1487773546,0,694113
1487773562,0,710084
1487773578,0,726142
1487773594,0,742080
1487773609,0,757123
1487775009,0,2157154
1487775024,0,2172206
1487775039,0,2187247
1487775055,0,2203104
1487775070,0,2218154
1487775085,0,2233211
1487775102,0,2250122
1487775118,0,2266068
1487775133,0,2281112
1487775149,0,2297122
1487775164,0,2312173
1487775180,0,2328114
1487775196,0,2344106
1487775212,0,2360092
1487775229,0,2377053
1487775245,0,2393034
1487775261,0,2409070
1487775277,0,2425137
1487775293,0,2441059
1487775308,0,2456111
1487775310,0,2458125
1487775310,0,2458183
1487775324,0,2472139
1487775340,0,2488060
1487775356,0,2504059
1487775372,0,2519315
1487775388,0,2536104
1487775404,0,2552091
1487775420,0,2568078
1487775436,0,2584067
1487775452,0,2600079
1487775468,0,2616087
1487775484,0,2632097
1487775500,0,2648051
1487775516,0,2664059
1487775532,0,2680064
1487775548,0,2696086
1487775563,0,2711136
1487775579,0,2727143
1487775595,0,2743047
1487775611,0,2759077
1487775613,0,2760566
1487775613,0,2760623
1487775627,0,2775156
1487775643,0,2791102
1487775659,0,2807090
1487775674,0,2822160
1487775690,0,2838124
1487775706,0,2854101
1487775722,0,2870089
1487775737,0,2885133
1487775754,0,2902132
1487775770,0,2918083
1487775786,0,2934079
1487775802,0,2950098
1487775818,0,2966053
1487775834,0,2982057
1487775850,0,2998116
1487775866,0,3014087
1487775882,0,3030043
1487775898,0,3046040
1487775914,0,3062100
1487775916,0,3063931
1487775916,0,3064010
1487775930,0,3078117
1487775946,0,3094072
1487775961,0,3109091
1487775977,0,3125053
1487775993,0,3141060
1487776009,0,3157087
1487776024,0,3172160
1487776040,0,3188109
1487776056,0,3204090
1487776072,0,3220084
1487776088,0,3236069
1487776104,0,3252055
1487776120,0,3268128
1487776137,0,3285119
1487776153,0,3301130
1487776169,0,3317102
1487776185,0,3333095
1487776201,0,3349092
1487776217,0,3365093
1487776219,0,3366670
1487776219,0,3366740
1487776232,0,3380139
1487776248,0,3396060
1487776264,0,3412068
1487776279,0,3427115
1487776295,0,3443086
1487776311,0,3458674
1487776327,0,3475097
1487776343,0,3491143
1487776360,0,3508168
1487776375,0,3523220
1487776390,0,3538287
1487776407,0,3555106
1487776423,0,3571094
1487776439,0,3587145
1487776455,0,3603131
1487776471,0,3619075
1487776487,0,3635099
1487776502,0,3650144
1487776518,0,3666104
1487776520,0,3667682
1487776520,0,3667727
1487776534,0,3682085
1487776551,0,3699084
1487776567,0,3715069
1487776583,0,3731055
1487776599,0,3747097
1487776615,0,3763058
1487776631,0,3779085
1487776647,0,3795048
1487776663,0,3811046
1487776679,0,3827060
1487776695,0,3843073
1487776710,0,3858122
1487776727,0,3875081
1487776743,0,3891113
1487776759,0,3907126
1487776775,0,3923121
1487776790,0,3938159
1487776805,0,3953258
1487776821,0,3968326
1487776822,0,3969516
1487776822,0,3969543
1487776836,0,3983375
1487776851,0,3998439
1487776866,0,4013502
1487776881,0,4029144
1487776896,0,4044185
1487776911,0,4059227
1487776926,0,4074268
1487776942,0,4089316
1487776958,0,4106145
1487776973,0,4121182
1487776988,0,4136239
1487777004,0,4152090
1487777020,0,4167436
1487777036,0,4184108
1487777053,0,4201108
1487777069,0,4217131
1487777085,0,4233091
1487777101,0,4249114
1487777117,0,4265145
1487777133,0,4281119
1487777135,0,4282775
1487777135,0,4282821
1487781087,6,511
1487781102,0,15545
1487781118,0,31915
1487781134,0,47878
1487781150,0,63888
1487781166,0,79805
1487781181,0,94924
1487781196,0,109953
1487781213,0,126890
1487781228,0,141934
1487781243,0,156961
1487781260,0,173563
1487781276,0,189566
1487781292,0,205569
1487781308,0,221683
1487781323,0,237043
1487781339,0,252093
1487781354,0,267741
1487781370,0,283661
1487781386,0,299723
1487781388,0,301250
1487781388,0,301320
1487781402,0,315671
1487781418,0,331675
1487781434,0,347678
1487781449,0,362720
1487781464,0,377751
1487781479,0,392793
1487781495,0,408653
1487781510,0,423676
1487781526,0,439646
1487781542,0,455679
1487781558,0,471644
1487781574,0,487727
1487781591,0,504350
1487781606,0,519652
1487781622,0,535846
1487781637,0,550886
1487781652,0,566006
1487781668,0,581053
1487781683,0,596116
1487781698,0,611141
1487781698,0,611767
1487781698,0,611793
1487781713,3,5797
1487781728,0,20847
1487781744,0,37338
1487781760,0,53264
1487781776,0,69292
1487781791,0,84660
1487781807,0,100320
1487781823,0,116298
1487781838,0,131355
1487781854,0,147311
1487781870,0,163292
1487781886,0,179379
1487781902,0,195327
1487781918,0,211294
1487781934,0,227360
1487781949,0,242405
1487781966,0,259342
1487781983,0,276347
1487782000,0,293347
1487782002,0,294886
1487782002,0,294935
1487782016,0,309344
1487782031,0,324396
1487782047,0,340329
1487782063,0,356288
1487782079,0,372305
1487782094,0,387330
1487782110,0,403271
1487782126,0,419306
1487782142,0,435351
1487782157,0,450399
1487782173,0,466291
1487782189,0,482297
1487782205,0,498271
1487782221,0,514333
1487782236,0,529383
1487782252,0,545272
1487782267,0,560648
1487782283,0,575689
1487782298,0,590712
1487777610,0,4758136
1487777625,0,4773167
1487777642,0,4790143
1487777658,0,4805408
1487777674,0,4822053
1487777690,0,4838053
1487777706,0,4854097
1487777722,0,4870082
1487777738,0,4886123
1487777740,0,4887463
1487777740,0,4887514
1487777754,0,4902101
1487777770,0,4918136
1487777786,0,4934099
1487777801,0,4949122
1487777817,0,4965084
1487777833,0,4981150
1487777849,0,4997119
1487777865,0,5013105
1487777881,0,5029106
1487777897,0,5045070
1487777913,0,5061077
1487777929,0,5077064
1487777945,0,5093096
1487777961,0,5109134
1487777976,0,5124186
1487777991,0,5139240
1487755227,9,3132
1487755242,0,18172
1487755257,0,33686
1487755273,0,49692
1487755289,0,65620
1487755305,0,81598
1487755320,0,96654
1487755335,1,5985
1487755350,9,536
1487755365,27,5426
1487755367,1,480
1487755367,0,507
1487755380,31,2255
1487755395,24,7004
1487755410,0,22047
1487755426,1,1811
1487755441,1,11447
1487755456,9,147
1487755472,7,12971
1487755487,0,28002
1487755503,0,43959
1487755519,0,59973
1487755536,0,76974
1487755552,0,92946
1487755568,0,109059
1487755583,0,124075
1487755599,0,139975
1487755615,0,155936
1487755630,0,171034
1487755646,0,187030
1487755681,0,221891
1487755697,0,238113
1487755709,0,249416
1487755709,0,249464
1487755712,0,253155
1487755728,0,268976
1487755743,0,284019
1487755760,0,300987
1487755775,0,316040
1487755791,0,332020
1487755807,0,347969
1487755823,0,363984
1487755838,0,379039
1487755854,0,394993
1487755871,0,411935
1487755887,0,427903
1487755903,0,443992
1487755919,0,459969
1487755934,0,475013
1487755951,0,492090
1487755968,0,509048
1487755984,0,525012
1487756000,0,540979
1487756002,0,542608
1487756002,0,542678
1487756015,0,556020
1487756030,0,571056
1487756047,0,587966
1487756063,0,603955
1487756079,0,619986
1487756095,0,635944
1487756111,0,651946
1487756127,0,667962
1487756144,0,685011
1487756160,0,700964
1487756176,0,716969
1487756192,0,732969
1487756208,0,749021
1487756224,0,764956
1487756240,0,780934
1487756255,0,796002
1487756271,0,812065
1487756287,0,827976
1487756303,0,843956
1487756304,0,845252
1487756305,0,845310
1487756319,0,859942
1487756335,0,875936
1487756351,0,891943
1487756367,0,907907
1487756383,0,923932
1487756399,0,939919
1487756415,0,955926
1487756431,0,971914
1487756447,0,987980
1487756463,0,1003970
1487756479,0,1019943
1487756495,0,1035906
1487756511,0,1051921
1487756526,0,1066952
1487756542,0,1082984
1487756558,0,1098945
1487756574,0,1114943
1487756590,0,1130922
1487756606,0,1146942
1487756608,0,1148484
1487756608,0,1148546
1487768565,0,1580704
1487768581,0,1596728
1487768596,0,1611772
1487768613,0,1628785
1487768629,0,1644695
1487768645,0,1660693
1487768660,0,1675742
1487768676,0,1691785
1487768692,0,1707741
1487768708,0,1723763
1487768724,0,1739777
1487768740,0,1755684
1487768756,0,1771735
1487768772,0,1787730
1487768788,0,1803752
1487768804,0,1819752
1487768820,0,1835740
1487768835,0,1850760
1487768851,0,1866711
1487768853,0,1868161
1487768853,0,1868218
1487768867,0,1882707
1487768883,0,1898745
1487768898,0,1913789
1487768914,0,1929778
1487768930,0,1945726
1487768946,0,1961699
1487768962,0,1977682
1487768978,0,1993692
1487768994,0,2009717
1487769010,0,2025715
1487769026,0,2041708
1487769041,0,2056745
1487769056,1,12750
1487769072,0,28716
1487769088,0,44667
1487769103,0,59694
1487769118,0,74751
1487769134,0,90734
1487769150,0,106646
1487769165,0,121707
1487769167,0,123544
1487769167,0,123590
1487769180,0,136751
1487769197,0,153788
1487769213,0,169669
1487769229,0,185649
1487769245,0,201739
1487769261,0,217689
1487769277,0,233671
1487769293,0,249648
1487769309,0,265720
1487769325,0,281649
1487769341,0,297667
1487769357,0,313652
1487769373,0,329676
1487769388,0,344718
1487769404,0,360732
1487769420,0,376702
1487769435,0,391756
1487769451,0,407758
1487769467,0,423731
1487769469,0,425184
1487769469,0,425235
1487769483,0,439692
1487769499,0,455670
1487769515,0,471720
1487769531,0,487693
1487769547,0,503689
1487769563,0,519684
1487769578,0,534722
1487769593,0,549778
1487769610,0,566728
1487769626,0,582626
1487769642,0,598703
1487769658,0,614669
1487769674,0,630655
1487769690,0,646679
1487769706,0,662666
1487769722,0,678684
1487769738,0,694666
1487769753,0,709722
1487769769,0,725752
1487769771,0,727168
1487769771,0,727241
1487769784,0,740801
1487769799,2,3106
1487769814,24,114
1487769829,50,28
1487769844,43,31
1487769860,39,2416
1487769875,14,4089
1487769890,0,19128
1487769905,0,34181
1487769920,0,49237
1487769935,0,64290
1487769950,0,79341
1487769965,11,3089
1487769980,0,18109
1487769995,0,33313
1487770011,0,49588
1487770027,0,65551
1487770042,0,80606
1487770057,0,95660
1487770074,0,112597
1487770076,0,114174
1487770076,0,114244
1487770090,0,128518
1487770106,0,144513
1487770122,0,160553
1487770138,0,176578
1487770154,0,192637
1487770170,0,208510
1487770186,0,224574
1487770203,0,241606
1487770219,0,257525
1487770234,0,272549
1487770250,0,288569
1487770266,0,304540
1487770282,0,320507
1487770298,0,336530
1487770314,0,352576
1487770330,0,368520
1487770346,0,384518
1487770361,0,399561
1487770377,0,415567
1487770379,0,417179
1487770379,0,417246
1487782314,0,606710
1487782314,0,607330
1487782314,0,607360
1487779841,0,6988911
1487779843,0,6990341
1487779843,0,6990371
1487779856,0,7003972
1487779871,0,7019043
1487779886,0,7034092
1487779902,0,7050133
1487779918,0,7066147
1487779934,0,7082100
1487779950,0,7098137
1487779965,0,7113182
1487779981,0,7129148
1487779996,0,7144231
1487780012,0,7160159
1487780028,0,7176104
1487780044,0,7192142
1487780060,0,7208076
1487780076,0,7224129
1487780092,0,7239345
1487780108,0,7256126
1487780124,0,7272150
1487780140,0,7288158
1487780157,0,7305146
1487780159,0,7306965
1487780159,0,7307015
1487780173,0,7321135
1487780189,0,7337126
1487780205,0,7353149
1487780221,0,7369113
1487780238,0,7386144
1487780253,0,7401189
1487780269,0,7417152
1487780285,0,7433141
1487780301,0,7449107
1487780317,0,7465112
1487780333,0,7481134
1487780349,0,7497153
1487780365,0,7513099
1487780380,0,7528140
1487780396,0,7544177
1487780412,0,7560173
1487780428,0,7576161
1487780444,0,7592133
1487780460,0,7608214
1487780462,0,7609695
1487780462,0,7609752
1487780476,0,7624178
1487780492,0,7640123
1487780508,0,7656186
1487780537,0,7684521
1487780552,0,7699573
1487780568,0,7716148
1487780584,0,7732140
1487780600,0,7748109
1487780615,0,7763126
1487780631,0,7779146
1487780647,0,7795174
1487780663,0,7811132
1487780679,0,7827124
1487780695,0,7843128
1487780711,0,7859133
1487780727,0,7875227
1487780752,0,7899506
1487780767,0,7915242
1487780769,0,7916767
1487780769,0,7916821
1487780783,0,7931104
1487780799,0,7947132
1487780814,0,7962175
1487780830,0,7978162
1487780846,0,7994109
1487780861,1,2229
1487780876,2,146
1487780891,11,373
1487780906,4,1778
1487780921,7,418
1487780937,2,1043
1487780952,2,7525
1487780967,6,5596
1487780982,2,196
1487780997,3,1138
1487781012,3,1117
1487781027,5,4102
1487781042,8,2465
1487781057,4,7055
1487781072,8,4910
1487781073,0,5564
1487781073,0,5612
1487748060,0,53654
1487748076,0,69591
1487748092,0,85630
1487748108,0,101592
1487748124,0,117589
1487748139,0,132623
1487748156,0,149617
1487748172,0,165596
1487748187,0,180634
1487748203,0,196629
1487748219,0,212603
1487748235,0,228623
1487748251,0,244574
1487748267,0,260611
1487748283,0,276629
1487748299,0,292602
1487748314,0,307627
1487748330,0,323624
1487748346,0,339574
1487748348,0,341079
1487748348,0,341141
1487748362,0,355580
1487748377,0,370636
1487748393,0,386588
1487748409,0,402563
1487748425,0,418550
1487748441,0,434572
1487748457,0,450552
1487748473,0,466544
1487748489,0,482573
1487748505,0,498582
1487748521,0,514569
1487748537,0,530561
1487748553,0,546555
1487748569,0,562574
1487748585,0,578626
1487748601,0,594591
1487748617,0,610613
1487748632,0,625660
1487748649,0,642649
1487748651,0,644112
1487748651,0,644185
1487748665,0,658618
1487748680,0,673659
1487748696,0,689580
1487748712,0,705637
1487748728,0,721693
1487748744,0,737671
1487748760,0,753656
1487748775,3,566
1487748790,14,4388
1487748805,5,107
1487748820,6,212
1487748835,12,5715
1487748850,3,1116
1487748865,2,2330
1487748880,8,1203
1487748895,1,1433
1487748910,4,1456
1487748926,2,9267
1487748941,6,983
1487748956,4,720
1487748957,0,2570
1487748957,0,2615
1487748971,24,1029
1487748986,5,7213
1487749001,7,1965
1487749016,4,6522
1487749031,0,21543
1487749047,0,38007
1487749063,0,53952
1487749080,0,71172
1487749096,0,87283
1487749112,1,12839
1487749128,0,28800
1487749143,0,43987
1487749159,0,59818
1487749175,0,75948
1487749191,0,91782
1487749207,0,107747
1487749223,0,123752
1487749238,0,138789
1487749254,0,154772
1487749269,0,169831
1487749271,0,171337
1487749271,0,171390
1487749285,0,185796
1487749301,0,201801
1487749317,0,217787
1487749333,0,233764
1487749349,0,249764
1487749366,0,266837
1487749382,0,282774
1487749399,0,299796
1487749415,0,315858
1487749431,0,331843
1487749446,0,346898
1487749463,0,363838
1487749479,0,379775
1487749495,0,395765
1487749511,0,411789
1487749527,0,427790
1487749542,0,442844
1487749558,0,458799
1487749574,0,474762
1487749576,0,476353
1487749576,0,476407
1487749590,0,490806
1487749606,0,506829
1487749622,0,522794
1487749638,0,538767
1487749654,0,554872
1487749669,0,569913
1487749684,0,584958
1487749700,0,600804
1487749716,0,616783
1487749732,0,632789
1487749748,0,648780
1487749764,0,664813
1487749780,0,680792
1487749796,0,696783
1487749812,0,712793
1487749828,0,728759
1487749843,0,743808
1487749859,0,759813
1487749875,0,775774
1487749877,0,777402
1487749877,0,777434
1487773717,0,865080
1487773733,0,881056
1487773749,0,897181
1487773764,0,912228
1487773765,0,913055
1487773765,0,913092
1487773779,0,927267
1487773795,0,942878
1487773811,0,959123
1487773827,0,975030
1487773842,0,990086
1487773858,0,1006160
1487773874,0,1022071
1487773889,0,1037107
1487773915,0,1062763
1487773930,0,1077811
1487773946,0,1094104
1487773962,0,1110215
1487773978,0,1126158
1487773993,0,1141203
1487774009,0,1157112
1487774024,0,1172146
1487774040,0,1187553
1487774056,0,1204190
1487774072,0,1220098
1487774074,0,1221555
1487774074,0,1221611
1487774088,0,1236043
1487774104,0,1252085
1487774120,0,1268052
1487774136,0,1284058
1487774152,0,1300057
1487774167,0,1315097
1487774184,0,1332106
1487774200,0,1348083
1487774216,0,1364057
1487774231,0,1379119
1487774248,0,1396111
1487774264,0,1412061
1487774281,0,1429068
1487774296,0,1444115
1487774311,0,1459132
1487774326,0,1474190
1487774343,0,1491108
1487774359,0,1507060
1487774374,0,1522121
1487774375,0,1522762
1487774375,0,1522810
1487774389,0,1537154
1487774406,0,1554121
1487774422,0,1570055
1487774437,0,1585096
1487774453,0,1601072
1487774468,0,1616125
1487774484,0,1632119
1487774499,0,1647175
1487774515,0,1663130
1487774530,0,1678163
1487774546,0,1694104
1487774563,0,1711104
1487774579,0,1727074
1487774594,0,1742118
1487774610,0,1758268
1487774626,0,1774101
1487774641,0,1789150
1487774657,0,1805128
1487774673,0,1821067
1487774689,0,1837092
1487774691,0,1838601
1487774691,0,1838655
1487774705,0,1853130
1487774721,0,1869089
1487774738,0,1886086
1487774754,0,1902081
1487774770,0,1918064
1487774786,0,1934080
1487774802,0,1950056
1487774818,0,1966047
1487774834,0,1982070
1487774850,0,1998043
1487774866,0,2014074
1487774882,0,2030035
1487774898,0,2046079
1487774914,0,2062076
1487774930,0,2078045
1487774946,0,2094041
1487774962,0,2110054
1487774978,0,2126068
1487774994,0,2142110
1487774996,0,2143758
1487774996,0,2143812
1487763501,0,575535
1487763517,0,591532
1487763534,0,608520
1487763551,0,625517
1487763567,0,641514
1487763583,0,657497
1487763599,0,673529
1487763614,0,688572
1487763630,0,704496
1487763646,0,720510
1487763662,0,736495
1487763678,0,752525
1487763694,0,768513
1487763710,0,784510
1487763726,0,800506
1487763730,0,804722
1487763730,0,804752
1487763743,0,817520
1487763759,0,833487
1487763775,0,849488
1487763790,0,864562
1487763806,0,880541
1487763822,0,896519
1487763838,0,912557
1487763853,0,927612
1487763869,0,943558
1487763885,0,959567
1487763901,0,975515
1487763916,0,990536
1487763932,0,1006537
1487763948,0,1022525
1487763964,0,1038495
1487763980,0,1054515
1487763982,0,1056158
1487763982,0,1056208
1487763996,0,1070509
1487764012,0,1086502
1487764028,0,1102516
1487764044,0,1118509
1487764060,0,1134495
1487764076,0,1150484
1487764093,0,1167543
1487764109,0,1183536
1487764125,0,1199550
1487764141,0,1215584
1487764156,0,1230607
1487764171,0,1245663
1487764188,0,1262569
1487764203,0,1277618
1487764220,0,1294562
1487764237,0,1311575
1487764253,0,1327498
1487764269,0,1343527
1487764285,0,1359513
1487764287,0,1361057
1487764287,0,1361104
1487764301,0,1375503
1487764317,0,1391513
1487764332,0,1406566
1487764347,0,1421583
1487764363,0,1437549
1487764380,0,1454525
1487764396,0,1470509
1487764412,0,1486480
1487764428,0,1502482
1487764444,0,1518572
1487764460,0,1534563
1487764476,0,1550486
1487764491,0,1565520
1487764506,1,14355
1487764522,0,30290
1487764538,0,46292
1487764554,0,62295
1487764570,0,78262
1487764586,0,94257
1487764588,0,95935
1487764588,0,95992
1487764602,0,110333
1487764618,0,126268
1487764634,0,142327
1487764650,0,158278
1487764665,0,173295
1487764681,0,189334
1487764697,0,205277
1487764712,14,258
1487764727,23,9847
1487764743,0,25813
1487764758,0,40860
1487764774,0,56764
1487764789,0,71815
1487764805,0,87780
1487764821,0,103762
1487764837,0,119765
1487764853,0,135826
1487764869,0,151805
1487764885,0,167803
1487764901,0,183803
1487764903,0,185398
1487764903,0,185452
1487764917,0,199800
1487764933,0,215777
1487742567,0,506388
1487742584,0,523345
1487742599,0,538405
1487742614,0,553440
1487742629,0,568470
1487742645,0,584374
1487742662,0,601396
1487742678,0,617319
1487742693,0,632364
1487742709,0,648382
1487742725,0,664337
1487742741,0,680314
1487742756,0,695355
1487742772,0,711418
1487742788,0,727413
1487742804,0,743393
1487742820,0,759325
1487742835,0,774367
1487742851,0,790376
1487742867,0,806396
1487742869,0,807954
1487742869,0,807998
1487742882,0,821448
1487742898,0,837341
1487742914,0,853362
1487742930,0,869332
1487742946,0,885315
1487742962,0,901349
1487742978,0,917334
1487742994,0,933329
1487743010,0,949378
1487743026,0,965414
1487743042,0,981410
1487743058,0,997356
1487743074,0,1013349
1487743090,0,1029315
1487743106,0,1045363
1487743122,0,1061353
1487743139,0,1078378
1487743155,0,1094343
1487743171,0,1110350
1487743173,0,1111837
1487743173,0,1111880
1487743187,0,1126344
1487743203,0,1142337
1487743219,0,1158325
1487743234,1,225
1487743249,3,4364
1487743264,0,19407
1487743279,0,34430
1487743294,4,1143
1487743309,3,10385
1487743324,0,25408
1487743339,0,40434
1487743355,6,193
1487743370,6,7343
1487743385,4,391
1487743400,4,38
1487743415,5,2528
1487743430,2,600
1487743445,5,158
1487743460,1,10896
1487743475,3,10661
1487743477,0,12383
1487743477,0,12437
1487743490,0,25714
1487743505,0,40766
1487743520,0,55821
1487743535,0,70871
1487743550,0,85922
1487743565,0,100969
1487743580,0,116004
1487743595,3,2016
1487743610,8,1931
1487743625,1,6160
1487743640,3,2520
1487743655,3,8483
1487743670,11,3717
1487743685,4,2152
1487743700,5,139
1487743715,8,3989
1487743731,11,334
1487743746,29,1164
1487743761,1,14364
1487743776,0,29420
1487743777,0,30996
1487743777,0,31037
1487743791,0,44443
1487743806,9,1962
1487743821,6,2126
1487743836,8,496
1487743851,5,4206
1487743866,6,25
1487743881,6,7018
1487743897,0,23270
1487743913,0,39239
1487743928,0,54283
1487743943,0,69336
1487743958,0,84390
1487743975,0,101269
1487743991,0,117309
1487744007,0,133248
1487744023,0,149307
1487744039,0,165278
1487744055,0,180725
1487744070,11,68
1487744085,16,119
1487744085,1,441
1487744085,1,36
1487764949,0,231838
1487764965,0,247788
1487764981,0,263803
1487764996,0,279029
1487765013,0,295816
1487765029,0,311789
1487765045,0,327780
1487765061,0,343822
1487765077,0,359785
1487765093,0,375825
1487765109,0,391790
1487765125,0,407776
1487765141,0,423784
1487765157,0,439798
1487765173,0,455781
1487765189,0,471826
1487765205,0,487816
1487765207,0,489577
1487765207,0,489638
1487765221,0,503849
1487765237,0,519795
1487765252,0,534847
1487765268,0,550830
1487765284,0,566829
1487765301,0,583835
1487765317,0,599795
1487765333,0,615811
1487765349,0,631783
1487765365,0,647788
1487765381,0,663803
1487765396,0,678825
1487765413,0,695837
1487765429,0,711774
1487765444,0,726817
1487765461,0,743844
1487765477,0,759753
1487765492,0,775032
1487765507,10,95
1487765508,0,674
1487765508,0,700
1487765523,11,123
1487765538,4,1607
1487765553,5,480
1487765568,9,510
1487765583,8,2609
1487765598,4,654
1487765613,6,2848
1487765628,0,17880
1487765644,0,34356
1487765660,0,50338
1487765676,0,66359
1487765692,0,82321
1487765708,0,98441
1487765723,0,113466
1487765738,0,128505
1487765753,0,143546
1487765768,0,158592
1487765784,0,174362
1487765799,0,189415
1487765815,0,205414
1487765817,0,206730
1487765817,0,206771
1487765830,0,220435
1487765845,0,235468
1487765861,0,251372
1487765877,0,267435
1487765893,0,283356
1487765909,0,299478
1487765925,0,315409
1487765941,0,331507
1487765956,0,346539
1487765971,0,361557
1487765986,5,5930
1487766001,2,3157
1487766016,5,2261
1487766032,8,1267
1487766047,13,335
1487766062,6,7857
1487766077,5,2535
1487766092,4,7156
1487766107,5,1448
1487766122,1,13638
1487766123,0,15176
1487766123,0,15213
1487766137,0,28712
1487766152,2,5640
1487766167,0,20682
1487766182,0,35731
1487766197,4,1326
1487766212,6,696
1487766227,8,27
1487766242,5,1570
1487766257,5,7117
1487766272,1,6693
1487766287,2,1689
1487766302,4,5605
1487766317,0,20651
1487766332,0,35740
1487766347,0,50761
1487766362,0,65807
1487766378,0,81697
1487766393,0,96737
1487766408,6,516
1487766423,4,8020
1487766425,1,749
1487766425,0,785
1487766438,12,1075
1487766453,5,7947
1487766468,6,5096
1487766483,10,160
1487766498,9,2100
1487766514,18,348
1487766529,37,155
1487766544,15,324
1487766559,32,53
1487766574,14,393
1487766589,10,1710
1487766604,3,5782
1487766619,17,1236
1487766634,10,1660
1487766649,29,26
1487766664,50,214
1487766679,24,861
1487766694,0,15898
1487766709,25,253
1487766724,12,5434
1487766725,0,6627
1487766725,0,6685
1487744100,36,1024
1487744115,3,7695
1487744130,13,428
1487744145,6,1836
1487744160,0,16876
1487744175,0,31894
1487744190,0,46931
1487744205,0,61972
1487744220,0,77060
1487744235,0,92098
1487744250,3,1581
1487744265,8,2054
1487744280,20,771
1487744295,4,1918
1487744310,14,192
1487744325,1,14918
1487744340,4,933
1487744355,31,1235
1487744370,13,9009
1487744385,0,24069
1487744387,0,25518
1487744387,0,25582
1487751713,0,425837
1487751729,0,441852
1487751745,0,457810
1487751760,0,472866
1487751776,0,488847
1487751792,0,504831
1487751808,0,520796
1487751824,0,536791
1487751839,0,551835
1487751856,0,568893
1487751872,0,584846
1487751888,0,600807
1487751903,0,615882
1487751919,0,631786
1487751935,0,647813
1487751951,0,663815
1487751967,0,679805
1487751983,0,695788
1487751999,0,711830
1487752001,0,713244
1487752001,0,713310
1487752015,0,727785
1487752031,0,743868
1487752047,0,759820
1487752063,0,775835
1487752079,0,791787
1487752094,0,806835
1487752110,0,822498
1487752125,9,413
1487752140,15,9819
1487752155,0,24848
1487752170,0,39894
1487752185,0,54935
1487752200,0,69987
1487752215,0,85041
1487752230,0,100094
1487752245,0,115116
1487752260,3,10663
1487752276,0,26584
1487752292,0,42545
1487752308,0,58612
1487752325,0,75472
1487752330,0,80250
1487752330,0,80279
1487752340,0,90525
1487752355,0,105578
1487752371,0,121578
1487752387,0,137552
1487752402,0,152598
1487752418,0,168535
1487752434,0,184512
1487752450,0,200549
1487752466,0,216567
1487752482,0,232521
1487752498,0,248512
1487752513,0,263556
1487752529,0,279612
1487752545,0,295534
1487752560,0,310559
1487752576,0,326547
1487752592,0,342547
1487752608,0,358563
1487752623,0,373615
1487752624,0,374697
1487752624,0,374765
1487752639,0,389612
1487752655,0,405566
1487752670,1,5118
1487752685,0,20170
1487752701,0,36152
1487752717,0,52127
1487752732,0,67175
1487752747,0,82225
1487752764,0,99115
