time,onoff
1486565650,1
1486565652,0
1486565694,1
1486565717,0
1486565758,1
1486565843,0
1486559156,1
1486541343,1
1486553325,1
1486553328,0
1486531936,1
1486531979,0
1486558740,1
1486558757,0
1486558952,1
1486559017,0
1486563905,1
1486563907,0
1486550179,0
1486550183,1
1486550196,0
1486567036,1
1486567111,0
1486541940,1
1486541942,0
1486536248,1
1486536250,0
1486536304,1
1486536307,0
1486566580,0
1486566613,1
1486566650,0
1486566652,1
1486566664,0
1486566139,1
1486545971,1
1486545978,0
1486544826,1
1486544830,0
1486544832,1
1486544842,0
1486551409,1
1486551417,0
1486534032,1
1486549700,1
1486549705,0
1486549707,1
1486549756,0
1486549784,1
1486564991,1
1486564994,0
1486565088,1
1486565089,0
1486565187,1
1486565190,0
1486559829,0
1486559837,1
1486559839,0
1486559978,1
1486559980,0
1486535353,1
1486535363,0
1486537243,1
1486537263,0
1486553153,1
1486553156,0
1486552227,1
1486552229,0
1486552279,1
1486552301,0
1486552342,1
1486552391,0
1486541600,0
1486541613,1
1486541627,0
1486541702,1
1486541804,0
1486564759,1
1486564762,0
1486536023,1
1486536032,0
1486574348,0
1486574345,1
1486574346,0
1486574346,1
1486576524,1
1486576526,0
1486582557,1
1486582401,1
1486582403,0
1486582260,1
1486582270,0
1486582702,0
1486583814,1
1486583818,0
1486583856,1
1486584094,0
1486584107,1
1486584119,0
1486587830,1
1486587833,0
1486614602,1
1486614624,0
1486614892,1
1486615232,0
1486616057,1
1486617013,0
1486617022,1
1486617040,0
1486618137,1
1486618147,0
1486663118,1
1486663170,0
1486663202,1
1486663209,0
1486647086,1
1486647090,0
1486648004,1
1486648015,0
1486653175,1
1486653217,0
1486653220,1
1486653241,0
1486626434,1
1486626436,0
1486641149,1
1486641155,0
1486646839,1
1486646849,0
1486638427,0
1486618899,1
1486618900,0
1486654519,1
1486654567,0
1486654625,1
1486647212,1
1486647233,0
1486625368,1
1486625382,0
1486663863,1
1486663912,0
1486663945,1
1486663975,0
1486663978,1
1486663990,0
1486650306,1
1486650314,0
1486650373,1
1486650385,0
1486664105,1
1486664162,0
1486664164,1
1486626127,1
1486626128,0
1486626140,1
1486626141,0
1486626187,1
1486626250,0
1486620872,1
1486620883,0
1486638810,1
1486638821,0
1486631224,0
1486622086,1
1486622137,0
1486639572,1
1486639590,0
1486631087,1
1486650959,1
1486650972,0
1486642666,1
1486642677,0
1486639114,0
1486635999,1
1486636011,0
1486636012,1
1486636029,0
1486625895,1
1486625897,0
1486631611,1
1486631643,0
1486647424,1
1486647484,0
1486652089,1
1486652092,0
1486652106,1
1486652107,0
1486652154,1
1486652190,0
1486635891,1
1486635914,0
1486623816,1
1486623819,0
1486645521,0
1486645556,1
1486645615,0
1486628834,1
1486628874,0
1486628905,1
1486628985,0
1486628989,1
1486629002,0
1486621910,1
1486621923,0
1486654942,1
1486654943,0
1486654981,1
1486654993,0
1486655225,1
1486655259,0
1486655265,1
1486655275,0
1486655360,1
1486655472,0
1486655490,1
1486655495,0
1486655503,1
1486655511,0
1486655525,1
1486655575,0
1486648476,1
1486648524,0
1486623324,1
1486635117,1
1486635119,0
1486620740,1
1486620750,0
1486633704,1
1486633713,0
1486652641,1
1486652711,0
1486623454,0
1486650667,1
1486650668,0
1486650669,1
1486650676,0
1486650720,1
1486622924,1
1486623014,0
1486631301,1
1486631311,0
1486623949,1
1486623954,0
1486648964,1
1486648978,0
1486638277,1
1486654712,0
1486654712,1
1486654725,0
1486638884,1
1486642225,1
1486642228,0
1486643845,1
1486643861,0
1486647341,1
1486647344,0
1486658236,1
1486658244,0
1486645211,1
1486645227,0
1486645275,1
1486634845,1
1486634854,0
1486664466,0
1486663356,1
1486663361,0
1486663381,1
1486663415,0
1486652954,1
1486653039,0
1486648343,1
1486648355,0
1486628725,1
1486628743,0
1486650853,0
1486655810,1
1486655832,0
1486655835,1
1486655847,0
1486655875,1
1486655939,0
1486655943,1
1486655954,0
1486665406,1
1486665657,1
1486665434,0
1486665867,0
1486665880,1
1486665898,0
1486666160,1
1486666177,0
1486666198,1
1486666218,0
1486666805,1
1486667133,0
1486668595,1
1486669141,0
1486669853,1
1486669856,0
1486673440,1
1486673450,0
1486673456,1
1486673460,0
1486673461,1
1486673477,0
1486673477,1
1486674321,1
1486674193,0
1486674194,1
1486674206,0
1486674420,0
1486674421,1
1486674429,0
1486674429,1
1486674439,0
1486675682,1
1486675695,0
1486701002,1
1486701025,0
1486702006,1
1486702818,0
1486705042,1
1486705044,0
1486706971,1
1486714726,1
1486714734,0
1486714749,1
1486714752,0
1486708753,1
1486708756,0
1486719838,1
1486719841,0
1486718634,0
1486715584,1
1486715672,0
1486729501,0
1486712475,1
1486712479,0
1486709756,0
1486715783,1
1486716271,1
1486710776,1
1486710803,0
1486716512,0
1486717506,1
1486717542,0
1486717910,1
1486709904,1
1486709907,0
1486718116,0
1486718288,1
1486718334,0
1486711311,1
1486711314,0
1486718917,0
1486718938,1
1486708305,1
1486708342,0
1486718742,1
1486724400,0
1486719085,0
1486729012,1
1486714923,1
1486714951,0
1486714970,1
1486714984,0
1486715047,1
1486715084,0
1486730442,1
1486715211,1
1486715220,0
1486707532,1
1486707574,0
1486715946,0
1486716080,1
1486716082,0
1486711430,1
1486711433,0
1486711451,1
1486711454,0
1486717368,1
1486717379,0
1486718495,1
1486714033,1
1486714050,0
1486729943,1
1486729954,0
1486723964,1
1486721295,1
1486721336,0
1486708883,1
1486708890,0
1486708080,1
1486708086,0
1486708091,1
1486708095,0
1486708108,1
1486708123,0
1486708127,1
1486708165,0
1486707181,0
1486709488,1
1486709493,0
1486709513,1
1486730208,1
1486730236,0
1486732895,1
1486737223,1
1486737236,0
1486732184,0
1486730739,0
1486740993,0
1486741014,1
1486741041,0
1486741088,1
1486741099,0
1486744948,1
1486744958,0
1486740359,1
1486736747,1
1486736756,0
1486738904,1
1486738915,0
1486739925,1
1486739928,0
1486736264,1
1486736275,0
1486736649,1
1486736660,0
1486734543,1
1486734559,0
1486744185,1
1486744220,0
1486739410,1
1486733040,0
1486733046,1
1486733059,0
1486733059,1
1486733068,0
1486733102,1
1486733177,0
1486739128,1
1486739136,0
1486731750,1
1486731756,0
1486731757,1
1486741278,1
1486741295,0
1486734900,1
1486734917,0
1486745863,1
1486745955,0
1486739561,0
1486735699,1
1486735725,0
1486740579,0
1486740586,1
1486740611,0
1486740929,1
1486746654,1
1486746659,0
1486748461,0
1486748324,1
1486750417,1
1486750701,0
1486750740,1
1486750867,0
1486751954,1
1486752048,0
1486752428,1
1486752431,0
1486754496,1
1486754505,0
1486755438,1
1486755458,0
1486765973,1
1486765982,0
1486764062,1
1486764091,0
1486758881,1
1486758912,0
1486758952,1
1486758977,0
1486762825,1
1486762849,0
1486766619,1
1486766657,0
1486766710,1
1486766748,0
1486766765,1
1486766792,0
1486766819,1
1486766829,0
1486765573,1
1486765605,0
1486765608,1
1486765619,0
1486758668,1
1486758693,0
1486763131,1
1486763145,0
1486763175,1
1486763224,0
1486770342,1
1486769276,0
1486769401,1
1486769408,0
1486769426,1
1486769455,0
1486763332,1
1486763350,0
1486761448,1
1486761455,0
1486756355,1
1486756386,0
1486756418,1
1486756427,0
1486756550,1
1486756592,0
1486756756,1
1486756764,0
1486756977,1
1486756982,0
1486760885,1
1486760936,0
1486760939,1
1486760952,0
1486760966,1
1486760993,0
1486761051,1
1486761081,0
1486765445,1
1486765472,0
1486756003,0
1486756007,1
1486756009,0
1486769060,1
1486759908,1
1486759915,0
1486755654,1
1486770378,0
1486770379,1
1486770416,0
1486770475,1
1486770476,0
1486771162,1
1486771225,0
1486771499,1
1486771521,0
1486792623,1
1486792633,0
1486793886,1
1486793897,0
1486797169,1
1486797179,0
1486797396,1
1486797495,0
1486797885,1
1486797899,0
1486798256,1
1486798258,0
1486799284,1
1486799323,0
1486799431,1
1486799437,0
1486800436,1
1486800452,0
1486801521,1
1486801558,0
1486801703,1
1486801716,0
1486801320,1
1486801365,0
1486800609,1
1486800624,0
1486800860,1
1486800912,0
1486800939,1
1486800942,0
1486801056,1
1486801094,0
1486801094,1
1486801108,0
1486822517,1
1486822527,0
1486814926,1
1486814934,0
1486822434,0
1486825273,1
1486825426,0
1486825433,1
1486825457,0
1486825563,1
1486825650,0
1486823335,1
1486823345,0
1486822355,1
1486810057,1
1486810060,0
1486810067,1
1486810078,0
1486810088,1
1486810099,0
1486810150,1
1486810152,0
1486810157,1
1486810168,0
1486816100,0
1486819689,1
1486819736,0
1486819737,1
1486819749,0
1486806844,1
1486806872,0
1486806906,1
1486806971,0
1486815873,1
1486815880,0
1486815933,1
1486811150,1
1486811152,0
1486823854,1
1486823869,0
1486827628,1
1486827634,0
1486832841,1
1486832852,0
1486833362,1
1486833512,0
1486834084,1
1486834136,0
1486837468,1
1486837478,0
1486840116,0
1486840122,1
1486839908,1
1486840133,0
1486843283,1
1486843361,0
1486843510,1
1486843567,0
1486845213,0
1486845014,1
1486852988,1
1486853006,0
1486882019,1
1486882029,0
1486884542,1
1486884795,0
1486885486,1
1486885760,0
1486886308,1
1486886315,0
1486891868,1
1486891870,0
1486897475,1
1486897651,1
1486897655,0
1486897517,0
1486898780,1
1486898791,0
1486902046,1
1486902060,0
1486902311,1
1486902475,0
1486902523,1
1486902674,0
1486902987,1
1486903133,0
1486903166,1
1486903183,0
1486903971,1
1486904111,0
1486904168,1
1486904336,0
1486904385,1
1486904568,0
1486905304,1
1486905341,0
1486905754,1
1486905782,0
1486911555,1
1486911565,0
1486912292,1
1486912303,0
1486913507,1
1486913518,0
1486914188,1
1486914199,0
1486918842,1
1486918113,1
1486918125,0
1486918844,0
1486922254,1
1486922273,0
1486925184,1
1486925186,0
1486925186,1
1486925230,0
1486930346,1
1486931096,0
1486931103,1
1486931114,0
1486959302,1
1486959311,0
1486959769,1
1486960345,0
1486960667,0
1486960598,1
1486961938,1
1486961951,0
1486963378,1
1486963380,0
1486963402,1
1486963420,0
1486976701,1
1486976761,0
1486980445,1
1486980459,0
1486980581,1
1486980583,0
1486966159,1
1486966173,0
1486966252,1
1486966286,0
1486999209,0
1486999339,1
1486999342,0
1486999517,1
1486999519,0
1486991151,1
1486983048,1
1486983051,0
1486983061,1
1486983073,0
1486977471,1
1486977473,0
1486995642,1
1486982775,1
1486982888,0
1486982954,1
1486982957,0
1486995855,0
1486991753,0
1486991837,1
1486991838,0
1486965347,1
1486965384,0
1486977050,1
1486977062,0
1486967569,1
1486967631,0
1486967665,1
1486967673,0
1486967715,1
1486967760,0
1486967178,1
1486967226,0
1486967294,1
1486967308,0
1487004563,1
1487004641,0
1487004653,1
1487004666,0
1487004701,1
1487004828,0
1486987276,1
1486987336,0
1486998971,0
1486999026,1
1486986103,1
1486986142,0
1487003666,1
1487003709,0
1486998729,1
1486989003,1
1486989005,0
1486989012,1
1486989013,0
1486992994,1
1486992996,0
1486993057,1
1486993070,0
1486971191,1
1486971233,0
1486998332,1
1486998382,0
1486998387,1
1486998395,0
1486998400,1
1486998421,0
1486998425,1
1486998429,0
1486998475,1
1486998497,0
1486998508,1
1486998510,0
1486988531,1
1486988553,0
1486971366,1
1486971370,0
1486971404,1
1486971406,0
1486988749,1
1486988757,0
1486988419,1
1486988436,0
1487003988,1
1487003993,0
1486973614,1
1486973618,0
1486993206,1
1486993217,0
1486998588,1
1486998646,0
1486998648,1
1486998658,0
1487005384,1
1487005386,0
1487006668,1
1487006768,0
1487007224,1
1487007484,1
1487007527,0
1487007389,0
1487008486,1
1487008515,0
1487008569,1
1487008675,0
1487009813,1
1487009816,0
1487012395,1
1487012405,0
1487015579,1
1487015593,0
1487016271,1
1487016287,0
1487016374,1
1487016814,0
1487016815,1
1487016825,0
1487045704,1
1487045727,0
1487047025,1
1487047032,0
1487047042,1
1487047565,0
1487048218,1
1487048478,0
1487049259,1
1487049260,0
1487066426,1
1487066428,0
1487066876,1
1487066886,0
1487064766,1
1487064774,0
1487070882,1
1487070910,0
1487071049,1
1487071052,0
1487071106,1
1487071134,0
1487072367,1
1487072387,0
1487072435,1
1487078544,0
1487078545,1
1487078555,0
1487078591,1
1487078603,0
1487053886,1
1487053901,0
1487053955,1
1487053977,0
1487079692,0
1487073215,1
1487073233,0
1487064044,1
1487064057,0
1487064187,1
1487064225,0
1487064228,1
1487064240,0
1487053160,1
1487053214,0
1487053298,1
1487053300,0
1487053349,1
1487053360,0
1487072778,0
1487074668,0
1487074741,1
1487074743,0
1487074348,1
1487074350,0
1487074354,1
1487074380,0
1487074402,1
1487074407,0
1487074429,1
1487082087,1
1487082095,0
1487082139,1
1487082152,0
1487079828,1
1487079849,0
1487056388,1
1487056404,0
1487071387,1
1487071394,0
1487076645,1
1487076648,0
1487072155,1
1487072177,0
1487072892,1
1487072897,0
1487073449,1
1487073452,0
1487077894,1
1487072602,0
1487079347,0
1487079378,1
1487082824,1
1487082833,0
1487083122,1
1487083206,0
1487077698,1
1487077714,0
1487077805,1
1487077811,0
1487055553,1
1487055564,0
1487069859,1
1487069871,0
1487078805,1
1487078826,0
1487081794,1
1487081973,0
1487054651,1
1487054659,0
1487060655,1
1487060667,0
1487072683,1
1487079972,1
1487079987,0
1487073064,1
1487073070,0
1487083698,1
1487083721,0
1487079253,1
1487084214,1
1487084216,0
1487084217,1
1487084230,0
1487085557,1
1487085558,0
1487085779,1
1487085780,0
1487087899,1
1487087903,0
1487089329,1
1487089350,0
1487089516,1
1487089561,0
1487091542,1
1487091544,0
1487091545,1
1487091550,0
1487096486,1
1487096489,0
1487093785,1
1487093805,0
1487096239,1
1487096308,0
1487096309,1
1487096321,0
1487092453,1
1487092476,0
1487099302,1
1487099361,0
1487099753,1
1487099764,0
1487099894,1
1487100229,0
1487101739,1
1487101758,0
1487102707,1
1487102936,0
1487102937,1
1487102948,0
1487103387,1
1487104183,0
1487132102,1
1487132124,0
1487132662,1
1487133801,0
1487134342,1
1487134494,0
1487135117,1
1487135129,0
1487135821,1
1487135823,0
1487137468,1
1487137505,0
1487137508,1
1487137521,0
1487137221,0
1487137613,1
1487137616,0
1487136717,1
1487136763,0
1487137092,1
1487140114,1
1487140156,0
1487140226,1
1487140249,0
1487140520,1
1487140531,0
1487141228,1
1487141239,0
1487144714,1
1487144727,0
1487146560,0
1487146578,1
1487146635,0
1487146676,1
1487146704,0
1487146749,1
1487147016,0
1487147102,1
1487147132,0
1487147134,1
1487147136,0
1487156788,1
1487156794,0
1487156812,1
1487156836,0
1487156860,1
1487151725,1
1487151738,0
1487151991,1
1487151995,0
1487168955,1
1487169624,0
1487169626,1
1487169633,0
1487159775,1
1487159813,0
1487160397,1
1487160446,0
1487145418,1
1487145434,0
1487146502,1
1487146511,0
1487146515,1
1487176252,1
1487176264,0
1487176382,1
1487176413,0
1487177037,1
1487177056,0
1487177216,1
1487177283,0
1487177705,1
1487177730,0
1487160783,1
1487160831,0
1487155140,1
1487155157,0
1487157099,0
1487157158,1
1487157176,0
1487148204,1
1487148236,0
1487149815,1
1487149818,0
1487149901,1
1487149912,0
1487163113,1
1487163124,0
1487163330,1
1487163392,0
1487163416,1
1487163648,0
1487163684,1
1487163686,0
1487179183,1
1487179211,0
1487179308,1
1487179309,0
1487182618,1
1487182706,0
1487183299,1
1487183309,0
1487183473,1
1487183484,0
1487188994,1
1487189005,0
1487189010,1
1487189020,0
1487189042,1
1487189048,0
1487189093,1
1487189749,0
1487189757,1
1487189767,0
1487189956,1
1487190309,0
1487190312,1
1487190323,0
1487191859,1
1487191869,0
1487192762,1
1487192786,0
1487207622,1
1487207627,0
1487218504,1
1487218526,0
1487220495,1
1487220506,0
1487220523,1
1487220809,0
1487221051,1
1487221334,0
1487221574,1
1487221579,0
1487221579,1
1487221589,0
1487221589,1
1487221600,0
1487222887,1
1487222904,0
1487253532,1
1487253619,0
1487253684,1
1487253687,0
1487253828,1
1487253838,0
1487250865,0
1487250867,1
1487250878,0
1487250925,1
1487250952,0
1487250959,1
1487250971,0
1487225959,1
1487231689,0
1487231762,1
1487231779,0
1487231811,1
1487231813,0
1487232057,1
1487232310,0
1487232345,1
1487232574,0
1487232987,1
1487233013,0
1487236466,0
1487236782,1
1487236800,0
1487236810,1
1487236822,0
1487241436,1
1487241445,0
1487241507,1
1487241511,0
1487254516,1
1487254522,0
1487254572,1
1487254599,0
1487254662,1
1487254668,0
1487255714,1
1487255777,0
1487255780,1
1487255782,0
1487248162,1
1487248211,0
1487223719,1
1487223721,0
1487224370,1
1487224376,0
1487224394,1
1487224438,0
1487248911,1
1487248925,0
1487249463,1
1487249486,0
1487249562,1
1487249722,0
1487249731,1
1487249736,0
1487249763,1
1487249779,0
1487249974,1
1487240744,1
1487240795,0
1487233290,1
1487233323,0
1487233383,1
1487233396,0
1487234703,1
1487234745,0
1487244444,1
1487244461,0
1487244514,1
1487244518,0
1487226452,0
1487226501,1
1487226502,0
1487226503,1
1487226505,0
1487226505,1
